Order_ID,Customer_ID,Restaurant_ID,Delivery_Partner_ID,Order_Date,Order_Value,Status,Delivery_Time_Min,Customer_Rating
501293,CUST1629,REST222,DP498,2024-01-16,735.9,Delivered,52.8,4.4
502795,CUST1727,REST224,DP452,2024-11-07,149.87,Delivered,75.7,4.5
504072,CUST1006,REST305,DP338,2024-09-29,156.36,Delivered,23.5,3.8
502126,CUST1002,REST269,DP423,2024-03-05,623.8,Delivered,36.5,2.6
504331,CUST1313,REST311,DP353,2024-11-10,1264.69,Delivered,72.8,3.2
501227,CUST1747,REST237,DP448,2024-05-09,565.55,Delivered,32.1,3.1
501284,CUST1735,REST284,DP408,2024-12-16,1204.48,Delivered,54.6,3.5
502667,CUST1558,REST336,DP451,2024-07-27,534.47,Delivered,77.8,3.8
502244,CUST1454,REST252,DP445,2024-09-28,973.12,Delivered,33.9,4.6
504939,CUST1337,REST306,DP386,2024-03-06,776.22,Delivered,33.6,3.8
500661,CUST1415,REST251,DP342,2024-08-13,936.73,Delivered,67.0,4.1
500153,CUST1513,REST241,DP375,2024-07-11,788.66,Cancelled,,
501610,CUST1282,REST245,DP333,2024-01-31,349.62,Delivered,60.5,3.3
503548,CUST1084,REST297,DP462,2024-04-05,700.6,Delivered,,3.3
501734,CUST1399,REST240,DP454,2024-04-05,798.34,Delivered,40.4,
502825,CUST1494,REST227,DP309,2024-05-10,157.02,Delivered,62.0,4.3
501812,CUST1736,REST257,DP470,2024-06-19,1040.83,Delivered,26.6,4.2
504067,CUST1579,REST326,DP480,2024-10-25,580.34,Cancelled,,
500883,CUST1325,REST286,DP342,2024-03-27,1011.37,Delivered,70.7,3.1
504623,CUST1223,REST297,DP385,2024-04-10,727.86,Delivered,21.4,3.3
504602,CUST1297,REST297,DP328,2024-12-27,145.61,Delivered,45.2,4.1
503870,CUST1547,REST346,DP365,2024-05-22,808.55,Delivered,74.6,2.7
504004,CUST1493,REST345,DP328,2024-09-30,998.59,Delivered,63.1,4.8
504392,CUST1602,REST213,DP365,2024-12-12,1332.55,Delivered,48.5,3.0
500292,CUST1237,REST240,DP471,2024-10-06,799.18,Delivered,49.9,2.6
501567,CUST1179,REST255,DP305,2024-10-19,1157.55,Delivered,16.0,3.0
502010,CUST1403,REST325,DP354,2024-03-05,694.95,Delivered,21.5,3.6
500117,CUST1575,REST290,DP438,2024-09-07,1233.19,Delivered,76.5,2.8
504411,CUST1231,REST226,DP354,2024-08-18,1376.04,Delivered,46.4,4.5
500734,CUST1445,REST218,DP428,2024-06-09,831.77,Delivered,16.6,3.1
501832,CUST1377,REST321,DP306,2024-12-24,719.87,Delivered,61.2,4.1
504819,CUST1036,REST226,DP393,2024-04-28,131.23,Delivered,66.8,4.1
504595,CUST1282,REST256,DP372,2024-07-24,579.97,Delivered,64.0,3.8
503698,CUST1045,REST327,DP344,2024-10-20,1106.51,Delivered,60.3,5.0
503983,CUST1128,REST220,DP363,2024-12-05,1052.56,Delivered,,4.9
500344,CUST1713,REST321,DP406,2024-05-05,431.11,Cancelled,,
500417,CUST1244,REST328,DP347,2024-11-02,468.28,Delayed,37.9,4.6
502021,CUST1771,REST296,DP315,2024-12-11,732.25,Delivered,48.6,4.4
503505,CUST1742,REST327,DP308,2024-07-17,576.65,Delivered,30.1,3.0
503396,CUST1201,REST234,DP492,2024-08-11,547.65,Delivered,23.3,4.4
504963,CUST1457,REST253,DP303,2024-04-25,592.27,Delivered,,3.2
502116,CUST1228,REST344,DP312,2024-03-03,507.31,Delivered,15.3,4.3
501433,CUST1080,REST234,DP495,2024-09-30,547.14,Delivered,17.0,
502132,CUST1263,REST318,DP431,2024-10-15,394.85,Delivered,64.7,3.4
504546,CUST1017,REST269,DP423,2024-09-24,1128.9,Delivered,58.8,5.0
503576,CUST1584,REST284,DP414,2024-08-11,177.66,Delivered,65.3,3.9
500400,CUST1589,REST228,DP389,2024-05-05,385.03,Delivered,32.7,3.1
501029,CUST1700,REST335,DP452,2024-10-07,789.65,Delivered,50.3,2.5
502307,CUST1362,REST208,DP348,2024-09-05,267.54,Delivered,68.8,4.7
501454,CUST1538,REST259,DP309,2024-12-20,872.91,Delivered,25.0,3.2
500899,CUST1411,REST265,DP491,2024-01-03,1356.0,Cancelled,,
504529,CUST1228,REST298,DP342,2024-10-19,1051.22,Delivered,41.5,4.3
501936,CUST1626,REST216,DP406,2024-07-30,1375.87,Delivered,44.1,4.5
501723,CUST1702,REST343,DP303,2024-11-19,294.49,Delivered,30.1,4.3
500813,CUST1752,REST239,DP410,2024-10-28,792.28,Delivered,76.2,4.6
504041,CUST1550,REST216,DP444,2024-01-15,324.31,Delayed,50.4,2.6
502988,CUST1694,REST222,DP453,2024-04-30,1162.89,Delivered,20.3,4.8
503562,CUST1578,REST202,DP340,2024-06-03,899.71,Delivered,,3.1
502796,CUST1425,REST343,DP325,2024-06-24,341.99,Delivered,61.8,4.4
503578,CUST1350,REST259,DP436,2024-05-05,1038.69,Cancelled,,
502639,CUST1139,REST252,DP325,2024-11-22,1032.36,Delivered,32.0,3.7
500690,CUST1268,REST293,DP418,2024-02-17,832.57,Delivered,38.0,2.9
504159,CUST1572,REST239,DP362,2024-02-06,1202.87,Delivered,43.9,2.9
502661,CUST1301,REST298,DP437,2024-02-16,413.98,Delivered,62.1,4.8
502028,CUST1006,REST304,DP380,2024-03-18,728.28,Delivered,17.2,3.8
501310,CUST1511,REST345,DP320,2024-09-14,700.7,Delayed,61.2,3.5
502474,CUST1103,REST219,DP391,2024-07-01,1171.78,Cancelled,,
502093,CUST1683,REST255,DP358,2024-05-05,688.66,Delivered,60.4,3.4
502675,CUST1616,REST250,DP459,2024-05-30,982.83,Delivered,35.4,3.2
503708,CUST1706,REST234,DP366,2024-12-10,1283.14,Delivered,17.6,4.9
504115,CUST1550,REST296,DP496,2024-03-20,498.37,Delivered,71.0,3.2
502004,CUST1463,REST252,DP457,2024-09-09,1051.06,Delivered,61.7,
501440,CUST1379,REST258,DP316,2024-08-11,461.24,Delivered,72.9,3.7
504792,CUST1415,REST286,DP427,2024-07-13,789.62,Delivered,35.3,4.4
504075,CUST1744,REST306,DP465,2024-03-07,203.77,Delivered,15.5,5.0
502927,CUST1648,REST253,DP437,2024-10-21,1129.63,Delivered,29.0,3.1
501797,CUST1541,REST318,DP394,2024-04-19,1334.07,Delivered,67.5,2.6
501907,CUST1015,REST269,DP429,2024-11-23,619.45,Delivered,40.2,4.5
500322,CUST1576,REST214,DP482,2024-04-09,1099.25,Delivered,17.5,
500673,CUST1516,REST333,DP473,2024-03-07,338.75,Delivered,16.0,2.8
500459,CUST1031,REST239,DP362,2024-10-01,436.63,Delivered,30.1,3.4
500447,CUST1536,REST330,DP416,2024-03-05,548.49,Delivered,44.9,4.2
503226,CUST1593,REST229,DP470,2024-12-04,1234.07,Delayed,44.2,3.5
500051,CUST1177,REST327,DP390,2024-04-21,811.3,Cancelled,,
501793,CUST1246,REST332,DP387,2024-06-23,434.39,Delivered,60.2,3.0
504810,CUST1583,REST308,DP459,2024-04-06,1147.31,Delivered,46.9,3.0
500363,CUST1706,REST232,DP339,2024-09-19,1004.05,Delivered,50.1,4.7
504838,CUST1528,REST345,DP338,2024-06-22,525.93,Delivered,50.2,3.7
501049,CUST1125,REST244,DP346,2024-04-23,1197.45,Cancelled,,
503627,CUST1323,REST231,DP421,2024-08-25,228.28,Cancelled,,
501144,CUST1342,REST283,DP451,2024-07-09,562.54,Delivered,54.4,2.7
504988,CUST1546,REST283,DP438,2024-01-30,214.7,Delivered,35.9,
502465,CUST1269,REST258,DP439,2024-08-28,,Delayed,22.7,2.5
503864,CUST1030,REST263,DP434,2024-01-18,925.86,Delivered,69.0,4.8
500044,CUST1463,REST215,DP500,2024-08-25,520.29,Delayed,,3.4
500302,CUST1553,REST240,DP406,2024-01-29,655.73,Delivered,39.7,4.5
500839,CUST1276,REST291,DP443,2024-06-09,1332.98,Delivered,34.3,5.0
502837,CUST1468,REST269,DP303,2024-09-07,1058.77,Delayed,30.2,5.0
503533,CUST1392,REST266,DP402,2024-01-20,151.79,Delivered,66.8,4.8
504155,CUST1170,REST242,DP428,2024-02-28,762.93,Delivered,76.7,3.3
503963,CUST1418,REST291,DP307,2024-08-04,1318.23,Cancelled,,
504875,CUST1472,REST334,DP489,2024-11-27,1266.63,Delivered,31.9,4.3
501465,CUST1497,REST225,DP327,2024-01-20,587.7,Delivered,22.3,3.1
503515,CUST1587,REST342,DP349,2024-09-01,917.35,Delivered,72.5,4.4
503754,CUST1335,REST334,DP372,2024-10-16,857.44,Delivered,46.9,3.8
501979,CUST1660,REST251,DP307,2024-09-28,998.11,Cancelled,,
501329,CUST1172,REST216,DP450,2024-05-27,1356.09,Delayed,60.4,3.6
502427,CUST1794,REST273,DP413,2024-11-17,1094.85,Delivered,58.2,2.7
502199,CUST1232,REST264,DP397,2024-03-21,183.81,Delivered,19.0,3.6
502280,CUST1429,REST346,DP380,2024-04-09,919.53,Delivered,68.4,3.3
501331,CUST1396,REST322,DP496,2024-07-15,1040.12,Delayed,62.4,3.3
503502,CUST1651,REST271,DP472,2024-01-02,802.59,Delivered,23.6,3.0
502737,CUST1674,REST250,DP396,2024-11-07,203.07,Delivered,55.2,
503977,CUST1655,REST254,DP488,2024-12-31,789.82,Delivered,35.8,4.9
503952,CUST1795,REST211,DP439,2024-05-01,506.72,Delivered,,4.4
503757,CUST1524,REST307,DP486,2024-10-04,286.81,Cancelled,,
502869,CUST1750,REST241,DP457,2024-07-23,1244.72,Delivered,57.7,4.0
500846,CUST1033,REST219,DP492,2024-11-27,847.68,Delivered,62.2,3.0
502265,CUST1421,REST218,DP414,2024-03-20,1338.42,Delivered,44.6,
502404,CUST1620,REST294,DP311,2024-06-02,950.93,Cancelled,,
504040,CUST1186,REST322,DP461,2024-02-23,1296.53,Delivered,67.8,3.4
504427,CUST1533,REST340,DP432,2024-12-02,278.86,Delivered,50.4,4.2
500245,CUST1601,REST304,DP325,2024-11-02,665.32,Delivered,45.2,4.4
500021,CUST1036,REST244,DP425,2024-03-07,840.3,Delivered,,4.7
501125,CUST1619,REST322,DP461,2024-01-08,556.72,Delivered,68.9,3.9
502850,CUST1776,REST286,DP409,2024-03-12,782.44,Delivered,,4.4
500524,CUST1244,REST211,DP410,2024-05-17,855.9,Delivered,15.1,4.5
503911,CUST1001,REST340,DP376,2024-05-12,747.75,Delivered,58.2,3.9
500938,CUST1503,REST226,DP500,2024-03-20,1301.44,Delivered,34.1,4.5
502779,CUST1172,REST230,DP348,2024-11-24,1309.68,Delivered,52.7,
501039,CUST1710,REST263,DP444,2024-03-29,356.9,Delayed,64.3,3.3
504361,CUST1504,REST339,DP369,2024-03-10,606.33,Cancelled,,
503183,CUST1387,REST288,DP309,2024-05-23,338.72,Delivered,51.3,4.9
500345,CUST1471,REST281,DP397,2024-05-14,560.13,Delivered,67.2,3.5
502277,CUST1291,REST290,DP438,2024-07-28,685.61,Delivered,43.8,3.2
502406,CUST1148,REST231,DP419,2024-10-19,608.76,Delivered,51.8,4.0
504845,CUST1159,REST267,DP432,2024-09-05,663.8,Delivered,36.5,3.7
502217,CUST1653,REST350,DP481,2024-09-29,972.76,Delivered,60.5,3.4
501656,CUST1088,REST250,DP459,2024-01-13,1002.63,Delivered,,4.5
501017,CUST1191,REST228,DP452,2024-03-10,288.31,Delivered,35.1,3.3
504144,CUST1581,REST334,DP312,2024-09-29,210.24,Delivered,29.4,3.5
503974,CUST1395,REST316,DP424,2024-06-21,121.54,Delivered,74.7,3.1
502588,CUST1586,REST338,DP472,2024-05-24,331.49,Delivered,32.3,4.7
502478,CUST1474,REST343,DP371,2024-09-21,774.35,Delivered,49.2,4.7
500425,CUST1751,REST223,DP452,2024-11-29,1137.49,Cancelled,,
501742,CUST1403,REST279,DP426,2024-08-01,1025.06,Delivered,31.8,4.5
503220,CUST1585,REST311,DP342,2024-03-24,575.74,Delivered,64.5,2.7
501219,CUST1797,REST206,DP418,2024-08-07,951.04,Delivered,36.9,2.5
501516,CUST1359,REST277,DP448,2024-08-10,421.15,Delivered,61.7,2.9
500616,CUST1344,REST350,DP425,2024-07-17,755.63,Delivered,53.6,3.2
501116,CUST1223,REST229,DP385,2024-11-07,658.59,Delivered,73.8,4.2
504189,CUST1255,REST242,DP495,2024-09-08,452.04,Delivered,48.7,4.3
504572,CUST1005,REST316,DP373,2024-05-07,1191.85,Delivered,75.0,
500139,CUST1154,REST306,DP366,2024-09-20,1312.37,Delivered,76.8,
500364,CUST1313,REST235,DP431,2024-11-03,1203.76,Delivered,44.8,4.6
503498,CUST1315,REST234,DP315,2024-11-13,1175.91,Delivered,20.8,3.6
500809,CUST1306,REST236,DP410,2024-06-20,619.83,Delivered,30.4,3.2
504183,CUST1082,REST240,DP434,2024-12-01,1277.37,Delivered,35.1,3.5
504286,CUST1699,REST274,DP310,2024-11-17,185.37,Delivered,33.6,
504821,CUST1625,REST206,DP346,2024-04-27,1347.03,Delivered,46.3,3.8
503077,CUST1345,REST285,DP433,2024-02-01,1173.49,Delivered,19.5,3.3
501548,CUST1246,REST261,DP345,2024-10-30,536.56,Delayed,51.0,2.8
503959,CUST1022,REST216,DP421,2024-02-18,850.25,Delivered,,2.6
500265,CUST1169,REST300,DP325,2024-12-21,405.01,Delivered,23.7,4.1
503064,CUST1254,REST252,DP331,2024-01-19,186.09,Delivered,22.9,4.0
501799,CUST1329,REST248,DP437,2024-03-23,1290.24,Delivered,52.3,
500294,CUST1422,REST312,DP392,2024-01-16,1237.75,Delivered,25.2,
502397,CUST1692,REST231,DP357,2024-12-20,806.15,Delivered,35.5,3.3
500221,CUST1495,REST275,DP372,2024-07-20,1311.94,Delivered,55.6,4.5
502338,CUST1378,REST294,DP469,2024-08-20,791.09,Delivered,,4.9
502755,CUST1162,REST339,DP493,2024-05-02,,Delivered,78.6,2.6
503164,CUST1276,REST326,DP374,2024-02-16,659.56,Delivered,21.3,3.5
501136,CUST1630,REST248,DP322,2024-10-31,296.94,Delivered,35.5,2.6
501625,CUST1438,REST272,DP391,2024-02-01,188.89,Delivered,47.8,
501018,CUST1326,REST333,DP460,2024-12-14,237.52,Delivered,79.1,4.4
504253,CUST1411,REST225,DP361,2024-08-31,492.69,Delivered,58.1,
502225,CUST1105,REST202,DP350,2024-06-28,448.79,Delivered,21.2,4.8
504259,CUST1266,REST318,DP370,2024-11-10,1120.44,Delayed,18.1,3.9
503184,CUST1708,REST339,DP487,2024-04-03,831.97,Delivered,,3.0
503348,CUST1114,REST220,DP414,2024-03-27,240.83,Delivered,74.0,4.3
500358,CUST1388,REST289,DP442,2024-12-13,1298.56,Delivered,74.6,3.6
501728,CUST1187,REST330,DP441,2024-02-02,1189.47,Delivered,15.4,4.9
500693,CUST1690,REST345,DP357,2024-03-30,1163.37,Cancelled,,
500215,CUST1632,REST295,DP405,2024-11-01,344.69,Delivered,79.7,4.6
502412,CUST1543,REST273,DP367,2024-08-05,1294.17,Delivered,74.9,4.3
502516,CUST1262,REST270,DP481,2024-02-08,1330.23,Delivered,31.7,4.5
504370,CUST1700,REST241,DP492,2024-11-16,683.0,Cancelled,,
500493,CUST1732,REST344,DP406,2024-03-30,1078.41,Delivered,69.0,
503748,CUST1760,REST264,DP440,2024-07-23,549.94,Delivered,57.3,2.9
501043,CUST1068,REST348,DP407,2024-01-02,994.84,Delivered,58.5,
504267,CUST1083,REST223,DP473,2024-07-30,1387.04,Delivered,49.5,
501927,CUST1222,REST343,DP462,2024-02-27,411.64,Delivered,29.4,3.8
504064,CUST1618,REST327,DP420,2024-10-10,1265.38,Delayed,71.0,4.7
501138,CUST1290,REST206,DP330,2024-04-08,734.59,Delivered,26.7,2.8
502333,CUST1096,REST270,DP376,2024-02-15,1056.35,Delayed,55.8,
501537,CUST1422,REST243,DP350,2024-09-08,1235.41,Delivered,59.6,5.0
501492,CUST1326,REST270,DP408,2024-11-10,643.37,Delivered,70.8,4.9
500818,CUST1122,REST259,DP342,2024-03-26,757.26,Delivered,18.8,4.5
501163,CUST1696,REST340,DP376,2024-11-08,1149.11,Delivered,22.4,3.4
504633,CUST1142,REST272,DP458,2024-08-08,264.92,Delivered,68.5,3.7
500108,CUST1494,REST251,DP413,2024-04-29,1282.31,Delivered,26.9,4.2
501789,CUST1178,REST259,DP339,2024-02-13,1074.58,Delivered,62.5,4.3
500030,CUST1547,REST304,DP338,2024-10-22,831.4,Delivered,52.4,4.4
502576,CUST1088,REST253,DP438,2024-06-11,732.22,Cancelled,,
504902,CUST1615,REST257,DP360,2024-07-17,1395.77,Delivered,27.0,4.0
501758,CUST1658,REST264,DP497,2024-08-24,1122.39,Cancelled,,
503626,CUST1645,REST291,DP428,2024-11-12,1358.12,Delivered,,3.8
501221,CUST1414,REST215,DP317,2024-08-11,312.78,Delivered,15.6,2.7
500309,CUST1300,REST277,DP343,2024-06-22,354.12,Delivered,52.1,3.0
503985,CUST1225,REST333,DP305,2024-07-10,879.92,Delivered,43.8,3.0
501485,CUST1152,REST349,DP468,2024-08-25,224.81,Cancelled,,
500405,CUST1038,REST266,DP419,2024-02-13,677.44,Delayed,28.2,2.9
501708,CUST1316,REST213,DP365,2024-01-20,1378.22,Delivered,30.1,4.4
503205,CUST1368,REST239,DP409,2024-10-03,144.88,Delivered,32.9,
504092,CUST1473,REST340,DP416,2024-06-11,860.91,Delayed,27.0,3.9
503613,CUST1781,REST230,DP399,2024-12-12,853.62,Delivered,72.6,2.7
500642,CUST1241,REST219,DP479,2024-03-16,900.2,Delivered,,2.7
502146,CUST1717,REST222,DP463,2024-09-24,367.75,Delivered,58.1,
501172,CUST1656,REST330,DP450,2024-10-27,1320.57,Delivered,,5.0
502817,CUST1401,REST346,DP341,2024-07-25,1387.2,Delivered,73.4,4.4
504244,CUST1386,REST236,DP372,2024-08-19,690.92,Cancelled,,
500353,CUST1394,REST252,DP302,2024-05-15,1301.08,Delivered,52.1,4.6
503016,CUST1425,REST223,DP303,2024-04-15,647.31,Delivered,37.5,3.3
503238,CUST1488,REST276,DP407,2024-02-11,627.26,Delivered,60.5,2.8
500020,CUST1157,REST237,DP448,2024-09-02,,Delivered,35.5,4.5
503932,CUST1793,REST291,DP447,2024-04-07,1073.43,Delivered,60.5,4.8
500586,CUST1175,REST277,DP345,2024-07-30,710.37,Cancelled,,
502418,CUST1525,REST230,DP410,2024-04-22,324.78,Delivered,79.7,4.6
501706,CUST1474,REST283,DP349,2024-07-07,1138.72,Delivered,53.0,4.1
503832,CUST1667,REST207,DP322,2024-05-24,530.21,Delivered,,4.0
502034,CUST1568,REST292,DP368,2024-04-12,877.41,Delivered,51.9,
503592,CUST1134,REST225,DP365,2024-07-01,346.91,Delivered,79.4,4.2
500193,CUST1586,REST299,DP314,2024-07-08,329.21,Delivered,65.1,3.5
501371,CUST1711,REST277,DP363,2024-06-01,1337.87,Delivered,67.2,4.2
504535,CUST1077,REST233,DP399,2024-08-05,304.48,Delivered,28.9,4.7
504943,CUST1687,REST260,DP489,2024-03-28,785.66,Delayed,24.9,4.4
502390,CUST1249,REST242,DP366,2024-08-16,1142.74,Delivered,69.9,4.1
504279,CUST1111,REST288,DP370,2024-04-14,1121.68,Delivered,52.1,4.6
500211,CUST1400,REST248,DP454,2024-05-27,589.13,Delivered,70.1,5.0
504822,CUST1445,REST306,DP363,2024-01-26,197.33,Delivered,,4.9
503119,CUST1708,REST299,DP472,2024-10-18,1386.46,Delivered,71.4,4.4
502463,CUST1400,REST298,DP439,2024-11-23,1392.34,Delivered,18.2,4.2
504720,CUST1788,REST272,DP334,2024-10-13,310.17,Delivered,61.9,3.7
501082,CUST1164,REST222,DP313,2024-05-02,1197.26,Delivered,17.7,2.6
500614,CUST1368,REST311,DP339,2024-05-08,1191.78,Delivered,23.4,2.6
500477,CUST1206,REST234,DP366,2024-10-15,289.05,Delayed,39.4,
504417,CUST1385,REST236,DP445,2024-08-08,880.79,Delayed,71.0,3.5
504029,CUST1394,REST315,DP483,2024-01-31,1220.72,Delayed,62.3,4.2
502752,CUST1014,REST280,DP310,2024-10-28,981.9,Delivered,28.9,2.8
502842,CUST1261,REST280,DP475,2024-11-21,1362.57,Delivered,58.2,4.3
504372,CUST1327,REST292,DP462,2024-09-10,1062.02,Delivered,35.5,4.2
502684,CUST1103,REST228,DP435,2024-12-28,374.28,Delivered,23.1,4.6
502640,CUST1392,REST265,DP468,2024-01-13,766.36,Delivered,58.5,2.7
502020,CUST1259,REST258,DP410,2024-10-27,229.44,Delivered,56.9,4.6
504351,CUST1276,REST310,DP436,2024-12-29,655.32,Delivered,43.0,5.0
500869,CUST1668,REST322,DP390,2024-05-25,500.34,Delivered,53.5,3.8
501379,CUST1763,REST303,DP396,2024-01-06,299.61,Delivered,78.2,4.3
500424,CUST1388,REST266,DP419,2024-01-08,448.95,Cancelled,,
501393,CUST1052,REST239,DP430,2024-07-15,856.55,Cancelled,,
500842,CUST1617,REST331,DP357,2024-03-27,1305.33,Delivered,72.4,2.6
502929,CUST1192,REST339,DP329,2024-05-07,1034.57,Delivered,30.0,3.2
503822,CUST1115,REST330,DP440,2024-05-06,1029.29,Delivered,26.8,3.0
503370,CUST1068,REST209,DP369,2024-06-15,611.01,Delivered,63.9,
504539,CUST1608,REST220,DP447,2024-02-01,256.27,Delivered,30.2,2.9
501149,CUST1282,REST256,DP473,2024-10-04,1103.56,Delivered,42.3,3.0
502428,CUST1206,REST254,DP374,2024-03-26,1182.14,Delivered,40.7,3.9
500233,CUST1323,REST307,DP455,2024-01-11,353.73,Delivered,71.0,
504133,CUST1087,REST214,DP477,2024-05-02,947.31,Delivered,72.4,3.5
503786,CUST1064,REST242,DP486,2024-11-12,913.54,Cancelled,,
503695,CUST1799,REST334,DP479,2024-10-11,804.52,Delivered,55.0,3.0
500549,CUST1615,REST297,DP474,2024-01-14,222.46,Delivered,74.8,4.6
503403,CUST1104,REST282,DP399,2024-08-23,985.17,Delivered,75.9,4.3
503186,CUST1704,REST308,DP355,2024-04-20,1315.25,Delivered,47.8,
500737,CUST1218,REST324,DP339,2024-09-10,832.59,Delivered,67.0,4.8
504710,CUST1738,REST271,DP425,2024-05-01,1259.27,Cancelled,,
503081,CUST1604,REST264,DP469,2024-10-20,1271.36,Delivered,21.3,4.7
503079,CUST1792,REST333,DP374,2024-11-06,895.89,Delivered,48.9,4.3
504888,CUST1787,REST265,DP383,2024-11-05,368.14,Cancelled,,
503595,CUST1783,REST252,DP330,2024-03-10,133.72,Delivered,,2.6
504774,CUST1430,REST314,DP467,2024-11-05,244.2,Delivered,42.6,3.3
501781,CUST1244,REST210,DP476,2024-06-25,746.69,Delivered,52.8,
500293,CUST1175,REST228,DP412,2024-08-20,194.73,Delivered,,2.6
502586,CUST1067,REST318,DP454,2024-07-24,1296.67,Delayed,,3.2
504803,CUST1367,REST342,DP409,2024-04-07,736.54,Delivered,29.5,4.2
504337,CUST1775,REST203,DP499,2024-04-24,1323.08,Delivered,27.0,
503899,CUST1446,REST260,DP331,2024-10-12,803.43,Cancelled,,
501535,CUST1337,REST275,DP420,2024-10-26,673.53,Delivered,60.5,3.9
504423,CUST1231,REST245,DP331,2024-10-19,581.66,Delivered,75.2,3.1
500432,CUST1685,REST246,DP385,2024-02-15,1063.83,Delivered,17.3,4.0
502906,CUST1511,REST305,DP470,2024-01-12,1143.22,Delivered,71.0,2.9
504459,CUST1013,REST209,DP329,2024-05-20,454.93,Delivered,65.6,4.4
502249,CUST1612,REST252,DP393,2024-04-17,790.93,Delivered,27.9,4.2
500707,CUST1004,REST229,DP452,2024-11-16,984.31,Delivered,40.7,4.7
503978,CUST1589,REST228,DP335,2024-02-20,898.67,Delayed,35.4,2.5
504661,CUST1066,REST270,DP362,2024-04-06,160.14,Cancelled,,
500272,CUST1031,REST333,DP467,2024-03-08,1189.69,Cancelled,,
502131,CUST1023,REST245,DP408,2024-07-05,367.23,Cancelled,,
502156,CUST1631,REST246,DP355,2024-11-13,942.33,Delivered,67.3,3.4
502218,CUST1298,REST315,DP500,2024-08-14,507.24,Delivered,40.6,4.1
502628,CUST1424,REST226,DP375,2024-05-01,719.16,Cancelled,,
503590,CUST1126,REST343,DP495,2024-08-14,1103.63,Delivered,34.5,3.1
503890,CUST1631,REST258,DP410,2024-11-12,1068.89,Delivered,17.6,4.1
501419,CUST1362,REST211,DP454,2024-06-28,1282.84,Delivered,,4.5
502682,CUST1637,REST329,DP407,2024-05-20,1124.37,Delivered,75.3,4.7
504416,CUST1348,REST284,DP488,2024-05-30,728.06,Delivered,73.0,3.4
502139,CUST1782,REST340,DP488,2024-02-19,1262.21,Delivered,61.2,
504655,CUST1480,REST225,DP436,2024-12-07,1031.46,Delivered,52.2,4.7
502995,CUST1135,REST217,DP316,2024-04-06,858.38,Cancelled,,
504815,CUST1575,REST253,DP355,2024-08-27,332.79,Delivered,31.8,3.8
500947,CUST1385,REST246,DP350,2024-12-18,1210.92,Delivered,42.9,
504758,CUST1750,REST224,DP330,2024-09-15,460.92,Cancelled,,
504490,CUST1256,REST319,DP333,2024-01-17,628.47,Delivered,24.9,3.2
503741,CUST1555,REST239,DP460,2024-09-30,337.22,Delivered,45.3,4.4
500876,CUST1590,REST342,DP318,2024-05-05,932.18,Delivered,55.2,4.2
503268,CUST1760,REST257,DP357,2024-01-20,330.91,Delivered,16.1,3.8
504775,CUST1560,REST211,DP481,2024-07-16,,Delivered,73.8,4.4
501004,CUST1648,REST223,DP394,2024-11-30,607.75,Delayed,64.9,4.1
503340,CUST1160,REST232,DP495,2024-04-11,409.49,Delivered,38.2,
501785,CUST1665,REST214,DP370,2024-04-05,467.81,Cancelled,,
500306,CUST1617,REST334,DP396,2024-06-28,439.82,Delivered,23.7,4.9
502038,CUST1648,REST343,DP437,2024-04-14,695.91,Delivered,74.0,4.4
502827,CUST1465,REST231,DP423,2024-06-19,342.0,Delayed,79.5,4.5
501067,CUST1211,REST347,DP359,2024-10-25,254.01,Delivered,51.3,
504788,CUST1739,REST227,DP366,2024-09-22,468.24,Delivered,54.4,4.2
504312,CUST1738,REST279,DP361,2024-11-26,1052.67,Delivered,76.1,3.0
501271,CUST1293,REST226,DP346,2024-07-29,710.07,Delivered,25.4,3.7
503384,CUST1379,REST309,DP312,2024-06-30,192.19,Cancelled,,
503553,CUST1480,REST279,DP404,2024-12-20,255.51,Delivered,22.7,4.5
501806,CUST1175,REST323,DP301,2024-11-07,840.0,Delivered,69.3,2.5
500177,CUST1563,REST323,DP335,2024-04-02,1306.54,Delivered,70.5,4.6
503840,CUST1473,REST284,DP408,2024-02-04,1299.29,Delivered,26.8,4.4
504409,CUST1221,REST249,DP445,2024-07-23,1250.86,Delivered,60.4,2.9
504450,CUST1315,REST265,DP455,2024-03-04,508.27,Cancelled,,
504561,CUST1594,REST350,DP302,2024-11-06,1330.94,Delivered,71.5,4.1
501247,CUST1660,REST326,DP453,2024-10-30,1348.73,Delivered,15.1,4.8
504718,CUST1551,REST257,DP356,2024-09-24,1249.79,Delivered,72.5,3.4
502247,CUST1280,REST331,DP411,2024-05-27,,Delivered,18.0,
500648,CUST1252,REST332,DP367,2024-06-13,393.09,Cancelled,,
504675,CUST1299,REST277,DP386,2024-09-30,610.51,Delivered,34.5,4.9
504383,CUST1240,REST348,DP324,2024-03-10,210.15,Delivered,75.5,4.3
504025,CUST1345,REST260,DP388,2024-02-18,649.33,Delivered,49.3,2.6
502623,CUST1307,REST204,DP456,2024-06-10,596.89,Delivered,61.8,3.4
502391,CUST1757,REST296,DP477,2024-12-14,1319.69,Delivered,52.6,4.2
504166,CUST1139,REST347,DP418,2024-04-16,352.07,Delivered,,4.3
502896,CUST1406,REST224,DP439,2024-03-26,1209.03,Delivered,,3.9
504082,CUST1037,REST237,DP381,2024-12-17,231.24,Delivered,70.4,5.0
