Transaction_ID,Order_ID,Payment_Mode,Amount,Transaction_Status
TXN701219,501812,Debit Card,1040.83,Success
TXN701220,504067,Credit Card,580.34,Failed
TXN701221,500883,Cash,1011.37,Success
TXN701222,504623,Wallet,727.86,Success
TXN701223,504602,UPI,145.61,Failed
TXN701224,503870,UPI,808.55,Success
TXN701225,504004,,998.59,Success
TXN701226,504392,Wallet,1332.55,Success
TXN701227,500292,Wallet,799.18,Failed
TXN701228,501567,UPI,1157.55,Failed
TXN701229,502010,Wallet,694.95,Failed
TXN701230,500117,Credit Card,1233.19,Success
TXN701231,504411,Cash,1376.04,Success
TXN701232,500734,Cash,831.77,Failed
TXN701233,501832,,719.87,Success
TXN701234,504819,,131.23,Success
TXN701235,504595,Wallet,579.97,Success
TXN701236,503698,Cash,1106.51,Failed
TXN701237,503983,,1052.56,Failed
TXN701238,500344,UPI,431.11,Refunded
TXN701239,500417,Cash,468.28,Success
TXN701240,502021,Credit Card,732.25,Pending
TXN701241,503505,Credit Card,576.65,Success
TXN701242,503396,Cash,547.65,Success
TXN701243,504963,,592.27,Success
TXN701244,502116,Cash,507.31,Success
TXN701245,501433,Cash,547.14,Success
TXN701246,502132,Wallet,394.85,Success
TXN701247,504546,Debit Card,1128.9,Failed
TXN701248,503576,UPI,177.66,Success
TXN701249,500400,Wallet,385.03,Success
TXN701250,501029,UPI,789.65,Success
TXN701251,502307,Credit Card,267.54,Success
TXN701252,501454,UPI,872.91,Failed
TXN701253,500899,UPI,1356.0,Failed
TXN701254,504529,Cash,1051.22,Success
TXN701255,501936,Debit Card,1375.87,Success
TXN701256,501723,,294.49,Pending
TXN701257,500813,,792.28,Success
TXN701258,504041,Cash,324.31,Success
TXN701259,502988,Debit Card,1162.89,Pending
TXN701260,503562,Wallet,899.71,Success
TXN701261,502796,UPI,341.99,Success
TXN701262,503578,,1038.69,Failed
TXN701263,502639,Debit Card,1032.36,Success
TXN701264,500690,Cash,832.57,Success
TXN701265,504159,UPI,1202.87,Success
TXN701266,502661,Debit Card,413.98,Success
TXN701267,502028,Credit Card,728.28,Pending
TXN701268,501310,,700.7,Success
TXN701269,502474,Cash,1171.78,Failed
TXN701270,502093,Credit Card,688.66,Success
TXN701271,502675,Wallet,982.83,Success
TXN701272,503708,Debit Card,1283.14,Success
TXN701273,504115,,498.37,Success
TXN701274,502004,UPI,1051.06,Pending
TXN701275,501440,Wallet,461.24,Failed
TXN701276,504792,Cash,789.62,Success
TXN701277,504075,Cash,203.77,Success
TXN701278,502927,Wallet,1129.63,Success
TXN701279,501797,,1334.07,Pending
TXN701280,501907,Cash,619.45,Success
TXN701281,500322,Cash,1099.25,Success
TXN701282,500673,,338.75,Pending
TXN701283,500459,Credit Card,436.63,Pending
TXN701284,500447,UPI,548.49,Success
TXN701285,503226,UPI,1234.07,Success
TXN701286,500051,Wallet,811.3,Failed
TXN701287,501793,Cash,434.39,Success
TXN701288,504810,Cash,1147.31,Success
TXN701289,500363,UPI,1004.05,Success
TXN701290,504838,UPI,525.93,Success
TXN701291,501049,UPI,1197.45,Refunded
TXN701292,503627,UPI,228.28,Failed
TXN701293,501144,Credit Card,562.54,Success
TXN701294,504988,Cash,214.7,Failed
TXN701295,502465,Wallet,-17.84,Success
TXN701296,503864,Credit Card,925.86,Success
TXN701297,500044,Wallet,520.29,Success
TXN701298,500302,Cash,655.73,Success
TXN701299,500839,Cash,1332.98,Success
TXN701300,502837,Cash,1058.77,Success
TXN701301,503533,Cash,151.79,Failed
TXN701302,504155,UPI,762.93,Failed
TXN701303,503963,,1318.23,Refunded
TXN701304,504875,Wallet,1266.63,Success
TXN701305,501465,Wallet,587.7,Success
TXN701306,503515,Credit Card,917.35,Success
TXN701307,503754,Wallet,857.44,Success
TXN701308,501979,UPI,998.11,Failed
TXN701309,501329,,1356.09,Success
TXN701310,502427,Debit Card,1094.85,Success
TXN701311,502199,UPI,183.81,Failed
TXN701312,502280,Cash,919.53,Failed
TXN701313,501331,Wallet,1040.12,Success
TXN701314,503502,Credit Card,802.59,Success
TXN701315,502737,UPI,203.07,Success
TXN701316,503977,Cash,789.82,Failed
TXN701317,503952,UPI,506.72,Success
TXN701318,503757,Cash,286.81,Failed
TXN701319,502869,Wallet,1244.72,Success
TXN701320,500846,UPI,847.68,Success
TXN701321,502265,Wallet,1338.42,Failed
TXN701322,502404,,950.93,Failed
TXN701323,504040,Debit Card,1296.53,Success
TXN701324,504427,Credit Card,278.86,Success
TXN701325,500245,Cash,665.32,Success
TXN701326,500021,Wallet,840.3,Failed
TXN701327,501125,UPI,556.72,Failed
TXN701328,502850,Wallet,782.44,Success
TXN701329,500524,Credit Card,855.9,Success
TXN701330,503911,Cash,747.75,Success
TXN701331,500938,,1301.44,Success
TXN701332,502779,,1309.68,Success
TXN701333,501039,Wallet,356.9,Pending
TXN701334,504361,Credit Card,606.33,Failed
TXN701335,503183,UPI,338.72,Success
TXN701336,500345,Wallet,560.13,Failed
TXN701337,502277,Wallet,685.61,Failed
TXN701339,502406,UPI,608.76,Pending
TXN701340,504845,Cash,663.8,Success
TXN701341,502217,Cash,972.76,Success
TXN701342,501656,Wallet,1002.63,Pending
TXN701343,501017,Debit Card,288.31,Success
TXN701344,504144,UPI,210.24,Success
TXN701345,503974,Credit Card,121.54,Success
TXN701346,502588,UPI,331.49,Success
TXN701347,502478,Credit Card,774.35,Success
TXN701348,500425,Cash,1137.49,Refunded
TXN701349,501742,Cash,1025.06,Pending
TXN701350,503220,,575.74,Failed
TXN701351,501219,UPI,951.04,Success
TXN701352,501516,UPI,421.15,Success
TXN701353,500616,UPI,755.63,Success
TXN701354,501116,Cash,658.59,Success
TXN701355,504189,Debit Card,452.04,Success
TXN701356,504572,Debit Card,1191.85,Success
TXN701357,500139,UPI,1312.37,Failed
TXN701358,500364,Credit Card,1203.76,Success
TXN701359,503498,UPI,1175.91,Success
TXN701360,500809,UPI,619.83,Success
TXN701361,504183,Credit Card,1277.37,Success
TXN701362,504286,Credit Card,185.37,Success
TXN701363,504821,,1347.03,Success
TXN701364,503077,UPI,1173.49,Success
TXN701365,501548,UPI,536.56,Success
TXN701367,503959,Cash,850.25,Failed
TXN701368,500265,,405.01,Success
TXN701369,503064,UPI,186.09,Success
TXN701370,501799,UPI,1290.24,Success
TXN701371,500294,Cash,1237.75,Success
TXN701372,502397,Cash,806.15,Success
TXN701373,500221,Debit Card,1311.94,Pending
TXN701374,502338,Credit Card,791.09,Success
TXN701375,502755,UPI,-14.9,Success
TXN701376,503164,,659.56,Success
TXN701377,501136,,296.94,Failed
TXN701378,501625,,188.89,Success
TXN701379,501018,UPI,237.52,Success
TXN701380,504253,Debit Card,492.69,Success
TXN701381,502225,Cash,448.79,Success
TXN701382,504259,UPI,1120.44,Success
TXN701383,503184,Cash,831.97,Success
TXN701384,503348,,240.83,Success
TXN701385,500358,Credit Card,1298.56,Success
TXN701386,501728,UPI,1189.47,Failed
TXN701387,500693,UPI,1163.37,Refunded
TXN701388,500215,UPI,344.69,Success
TXN701389,502412,Credit Card,1294.17,Failed
TXN701390,502516,Credit Card,1330.23,Success
TXN701391,504370,Credit Card,683.0,Failed
TXN701392,500493,Credit Card,1078.41,Success
TXN701393,503748,,549.94,Success
TXN701394,501043,Cash,994.84,Success
TXN701395,504267,Cash,1387.04,Success
TXN701396,501927,Credit Card,411.64,Success
TXN701397,504064,UPI,1265.38,Success
TXN701398,501138,Cash,734.59,Pending
TXN701399,502333,Wallet,1056.35,Success
TXN701400,501537,Wallet,1235.41,Failed
TXN701401,501492,Cash,643.37,Success
TXN701402,500818,UPI,757.26,Pending
TXN701403,501163,Debit Card,1149.11,Failed
TXN701404,504633,UPI,264.92,Success
TXN701405,500108,Cash,1282.31,Pending
TXN701406,501789,Cash,1074.58,Success
TXN701407,500030,UPI,831.4,Success
TXN701408,502576,UPI,732.22,Failed
TXN701409,504902,Debit Card,1395.77,Success
TXN701410,501758,Cash,1122.39,Failed
TXN701411,503626,Cash,1358.12,Success
TXN701412,501221,Debit Card,312.78,Success
TXN701413,500309,UPI,354.12,Success
TXN701414,503985,Cash,879.92,Success
TXN701415,501485,Credit Card,224.81,Failed
TXN701416,500405,Debit Card,677.44,Failed
TXN701417,501708,Cash,1378.22,Success
TXN701418,503205,Credit Card,144.88,Success
TXN701419,504092,UPI,860.91,Success
TXN701420,503613,UPI,853.62,Success
TXN701421,500642,Cash,900.2,Success
TXN701422,502146,Debit Card,367.75,Success
TXN701423,501172,UPI,1320.57,Success
TXN701424,502817,Wallet,1387.2,Failed
TXN701425,504244,Cash,690.92,Refunded
TXN701426,500353,Cash,1301.08,Success
TXN701427,503016,Cash,647.31,Success
TXN701428,503238,Credit Card,627.26,Pending
TXN701429,500020,Cash,-16.34,Success
TXN701430,503932,,1073.43,Success
TXN701431,500586,Credit Card,710.37,Refunded
TXN701432,502418,Credit Card,324.78,Success
TXN701433,501706,Wallet,1138.72,Success
TXN701434,503832,UPI,530.21,Failed
TXN701435,502034,UPI,877.41,Failed
TXN701436,503592,Cash,346.91,Pending
TXN701437,500193,Credit Card,329.21,Pending
TXN701438,501371,Cash,1337.87,Failed
TXN701439,504535,Debit Card,304.48,Success
TXN701440,504943,Cash,785.66,Failed
TXN701441,502390,Cash,1142.74,Failed
TXN701442,504279,UPI,1121.68,Success
TXN701443,500211,UPI,589.13,Success
TXN701444,504822,Credit Card,197.33,Success
TXN701445,503119,Cash,1386.46,Failed
TXN701446,502463,Cash,1392.34,Success
TXN701447,504720,,310.17,Failed
TXN701448,501082,Cash,1197.26,Success
TXN701449,500614,Cash,1191.78,Success
TXN701450,500477,UPI,289.05,Success
TXN701451,504417,,880.79,Success
TXN701452,504029,UPI,1220.72,Success
TXN701453,502752,,981.9,Success
TXN701454,502842,Wallet,1362.57,Success
TXN701455,504372,UPI,1062.02,Success
TXN701456,502684,UPI,374.28,Pending
TXN701457,502640,Wallet,766.36,Success
TXN701458,502020,UPI,229.44,Pending
TXN701459,504351,Wallet,655.32,Success
TXN701460,500869,Cash,500.34,Success
TXN701461,501379,Credit Card,299.61,Pending
TXN701462,500424,Cash,448.95,Refunded
TXN701463,501393,UPI,856.55,Failed
TXN701464,500842,Credit Card,1305.33,Success
TXN701465,502929,UPI,1034.57,Failed
TXN701466,503822,Cash,1029.29,Success
TXN701467,503370,UPI,611.01,Success
TXN701468,504539,Credit Card,256.27,Success
TXN701469,501149,Credit Card,1103.56,Failed
TXN701470,502428,Credit Card,1182.14,Pending
TXN701471,500233,Credit Card,353.73,Success
TXN701472,504133,UPI,947.31,Success
TXN701473,503786,Cash,913.54,Refunded
TXN701474,503695,UPI,804.52,Success
TXN701475,500549,Cash,222.46,Success
TXN701477,503403,UPI,985.17,Failed
TXN701478,503186,UPI,1315.25,Success
TXN701479,500737,UPI,832.59,Pending
TXN701480,504710,Debit Card,1259.27,Failed
TXN701481,503081,Credit Card,1271.36,Success
TXN701482,503079,UPI,895.89,Success
TXN701483,504888,Cash,368.14,Refunded
TXN701484,503595,Cash,133.72,Success
TXN701485,504774,UPI,244.2,Pending
TXN701486,501781,UPI,746.69,Success
TXN701487,500293,,194.73,Success
TXN701488,502586,Cash,1296.67,Pending
TXN701489,504803,Cash,736.54,Success
TXN701491,504337,Credit Card,1323.08,Success
TXN701492,503899,Wallet,803.43,Failed
TXN701493,501535,Cash,673.53,Failed
TXN701494,504423,UPI,581.66,Failed
TXN701495,500432,Cash,1063.83,Success
TXN701496,502906,UPI,1143.22,Success
TXN701497,504459,Credit Card,454.93,Success
TXN701498,502249,UPI,790.93,Success
TXN701499,500707,UPI,984.31,Pending
TXN701500,503978,Credit Card,898.67,Success
TXN701501,504661,UPI,160.14,Failed
TXN701502,500272,Cash,1189.69,Failed
TXN701503,502131,Cash,367.23,Refunded
TXN701504,502156,Credit Card,942.33,Failed
TXN701505,502218,Wallet,507.24,Success
TXN701506,502628,Debit Card,719.16,Failed
TXN701507,503590,Cash,1103.63,Failed
TXN701508,503890,Cash,1068.89,Pending
TXN701509,501419,UPI,1282.84,Success
TXN701510,502682,UPI,1124.37,Success
TXN701511,504416,UPI,728.06,Success
TXN701512,502139,UPI,1262.21,Success
TXN701513,504655,Credit Card,1031.46,Success
TXN701514,502995,Cash,858.38,Refunded
TXN701515,504815,Credit Card,332.79,Success
TXN701516,500947,UPI,1210.92,Success
TXN701517,504758,,460.92,Refunded
TXN701518,504490,Cash,628.47,Success
TXN701519,503741,Wallet,337.22,Pending
TXN701520,500876,Credit Card,932.18,Pending
TXN701521,503268,UPI,330.91,Success
TXN701522,504775,,-80.59,Success
TXN701523,501004,,607.75,Success
TXN701524,503340,Debit Card,409.49,Success
TXN701525,501785,UPI,467.81,Refunded
TXN701526,500306,Cash,439.82,Pending
TXN701527,502038,Wallet,695.91,Success
TXN701528,502827,UPI,342.0,Success
TXN701529,501067,Wallet,254.01,Success
TXN701530,504788,Wallet,468.24,Success
TXN701531,504312,Cash,1052.67,Failed
TXN701532,501271,Cash,710.07,Success
TXN701533,503384,Credit Card,192.19,Failed
TXN701534,503553,UPI,255.51,Success
TXN701535,501806,Wallet,840.0,Success
TXN701536,500177,Debit Card,1306.54,Success
TXN701537,503840,UPI,1299.29,Success
TXN701538,504409,Cash,1250.86,Success
TXN701539,504450,,508.27,Failed
TXN701540,504561,UPI,1330.94,Pending
TXN701541,501247,UPI,1348.73,Success
TXN701542,504718,,1249.79,Pending
TXN701543,502247,UPI,-97.93,Success
TXN701544,500648,Cash,393.09,Refunded
TXN701545,504675,Credit Card,610.51,Success
TXN701546,504383,Cash,210.15,Success
TXN701547,504025,UPI,649.33,Pending
TXN701548,502623,,596.89,Success
TXN701549,502391,Cash,1319.69,Failed
TXN701550,504166,UPI,352.07,Pending
TXN701551,502896,Credit Card,1209.03,Success
TXN701552,504082,UPI,231.24,Success
TXN701553,502395,Debit Card,1019.72,Success
TXN701554,503925,Credit Card,696.13,Success
TXN701555,503846,Credit Card,755.74,Success
TXN701556,504237,UPI,881.45,Success
TXN701557,504569,UPI,149.72,Success
TXN701558,503517,,694.38,Success
TXN701559,501714,UPI,576.84,Failed
TXN701560,504121,,1205.15,Success
TXN701561,502861,UPI,273.81,Success
TXN701562,504132,Wallet,616.16,Pending
TXN701563,501752,Debit Card,463.58,Success
TXN701564,501517,,912.45,Refunded
TXN701565,500396,Debit Card,788.55,Success
TXN701566,504786,Credit Card,1001.66,Success
TXN701567,500653,Cash,647.22,Success
TXN701568,500291,,631.24,Success
TXN701569,503807,Debit Card,748.88,Success
TXN701570,501394,Cash,595.81,Success
TXN701571,502036,Cash,897.05,Success
TXN701572,501911,Credit Card,927.55,Success
TXN701573,502910,Debit Card,318.03,Success
TXN701574,503939,Credit Card,996.76,Success
TXN701575,503671,Cash,590.5,Success
TXN701576,503460,Debit Card,371.07,Success
TXN701577,504571,UPI,483.23,Success
TXN701578,502233,,1354.77,Refunded
TXN701579,503413,Cash,1001.57,Pending
TXN701580,501528,Cash,522.06,Success
TXN701581,501651,Wallet,193.88,Success
TXN701582,504989,Debit Card,605.82,Pending
TXN701583,502523,Wallet,272.69,Success
TXN701584,501141,Cash,225.56,Success
TXN701585,504921,Cash,256.83,Success
TXN701586,504524,Credit Card,715.19,Success
TXN701587,502859,Debit Card,409.68,Success
TXN701588,503080,Cash,204.33,Success
TXN701589,503643,UPI,507.61,Pending
TXN701590,502776,Debit Card,907.83,Success
TXN701591,500028,,1282.97,Pending
TXN701592,500649,Cash,1058.78,Success
TXN701593,504554,UPI,642.19,Refunded
TXN701594,503332,Debit Card,822.49,Success
TXN701595,503848,Debit Card,776.96,Success
TXN701596,504679,Debit Card,1108.22,Failed
TXN701597,501566,Cash,1270.57,Success
TXN701598,503875,Cash,220.48,Success
TXN701599,503120,Cash,936.47,Success
TXN701600,504743,Credit Card,1301.44,Pending
TXN701601,503593,Credit Card,166.19,Success
TXN701602,504022,Cash,1130.03,Failed
TXN701603,504589,UPI,166.01,Success
TXN701604,500561,UPI,881.53,Pending
TXN701605,500532,Cash,685.93,Success
TXN701606,504958,Cash,489.38,Success
TXN701607,504011,,626.7,Success
TXN701608,501775,,1057.68,Pending
TXN701609,504732,Wallet,1058.37,Success
TXN701610,502173,Cash,414.9,Success
TXN701611,501564,Wallet,712.23,Success
TXN701612,504846,Credit Card,681.73,Success
TXN701613,504622,Cash,640.11,Failed
TXN701614,500598,Cash,755.81,Success
TXN701615,501569,UPI,188.44,Failed
TXN701616,501010,UPI,278.27,Pending
TXN701617,500327,Credit Card,1042.18,Pending
TXN701618,502248,UPI,719.9,Success
TXN701619,502740,UPI,281.5,Pending
TXN701620,503410,Cash,1177.44,Pending
TXN701621,502117,Wallet,733.62,Success
TXN701622,503489,UPI,-37.2,Failed
TXN701623,504672,Cash,184.8,Success
TXN701624,502967,Debit Card,662.75,Failed
TXN701625,501726,Debit Card,408.79,Failed
TXN701626,504582,UPI,195.84,Success
TXN701627,502420,UPI,261.83,Success
TXN701628,504876,Cash,1039.21,Pending
TXN701629,500399,Debit Card,1310.2,Success
TXN701630,500360,,1145.21,Success
TXN701631,503291,Cash,735.43,Success
TXN701632,502043,Wallet,628.29,Success
TXN701633,502211,Wallet,451.97,Success
TXN701634,500855,UPI,460.17,Failed
TXN701635,502824,Cash,1398.25,Success
TXN701636,501233,Debit Card,868.5,Failed
TXN701637,502956,Credit Card,397.87,Success
TXN701638,502441,UPI,353.74,Refunded
TXN701639,501477,Cash,699.2,Success
TXN701640,500877,UPI,435.54,Success
TXN701641,502083,Debit Card,256.43,Success
TXN701642,500751,Wallet,370.33,Success
TXN701643,501398,Wallet,828.82,Success
TXN701644,504241,UPI,375.49,Success
TXN701645,501934,Cash,594.78,Pending
TXN701646,500537,Credit Card,339.34,Success
TXN701647,502432,Cash,1160.81,Success
TXN701648,500943,Cash,1334.29,Success
TXN701649,504891,,1287.78,Refunded
TXN701650,500700,Cash,1252.55,Refunded
TXN701651,502366,Cash,1026.04,Success
TXN701652,500145,Wallet,996.26,Success
TXN701653,500833,,1301.25,Success
TXN701654,500753,Credit Card,578.47,Success
TXN701655,501241,Cash,1167.38,Failed
TXN701656,502419,Wallet,944.39,Success
TXN701657,501498,Cash,1129.73,Success
TXN701658,502031,Credit Card,358.85,Success
TXN701659,502517,Cash,1061.57,Success
TXN701660,500546,Credit Card,1205.88,Success
TXN701661,503659,Cash,885.45,Success
TXN701662,504354,Cash,1295.8,Success
TXN701663,503066,UPI,-83.02,Pending
TXN701664,504751,Cash,418.52,Success
TXN701665,504937,UPI,1178.2,Pending
TXN701666,500843,,670.75,Success
TXN701667,502078,Cash,583.53,Refunded
TXN701668,502998,Credit Card,668.65,Success
TXN701669,504160,UPI,185.61,Success
TXN701670,500821,,282.01,Success
TXN701671,503926,UPI,137.27,Success
TXN701672,503851,Wallet,125.61,Success
TXN701673,503961,Credit Card,491.04,Success
TXN701674,504769,Wallet,146.43,Success
TXN701675,500632,Cash,769.2,Success
TXN701676,503868,Debit Card,170.8,Failed
TXN701677,503954,UPI,753.16,Success
TXN701678,503575,UPI,429.83,Success
TXN701679,504536,,582.64,Success
TXN701680,501703,UPI,266.91,Success
TXN701681,500576,,902.15,Failed
TXN701682,501518,UPI,927.3,Success
TXN701683,504386,Credit Card,745.47,Success
TXN701684,504203,UPI,446.91,Success
TXN701685,502336,Credit Card,1220.49,Success
TXN701686,504165,UPI,796.02,Success
TXN701687,500454,Wallet,460.11,Success
TXN701688,501624,Credit Card,1267.76,Refunded
TXN701689,500927,Cash,1106.53,Success
TXN701690,500164,Cash,852.02,Pending
TXN701691,504947,UPI,941.67,Success
TXN701692,502286,Wallet,367.77,Success
TXN701693,503451,UPI,1165.43,Success
TXN701694,501332,Credit Card,294.8,Failed
TXN701695,500885,UPI,410.41,Success
TXN701696,500325,,799.82,Success
TXN701697,500470,UPI,477.75,Success
TXN701698,500368,Credit Card,226.89,Success
TXN701699,500722,Cash,780.87,Success
TXN701700,500699,UPI,1028.55,Failed
TXN701701,501780,UPI,919.41,Pending
TXN701702,503518,Credit Card,126.83,Success
TXN701703,503500,Debit Card,1131.65,Success
TXN701704,503165,,937.54,Success
TXN701705,501882,Cash,895.46,Success
TXN701706,500667,UPI,140.11,Success
TXN701707,503735,,1368.35,Refunded
TXN701708,502184,Credit Card,615.5,Success
TXN701709,504038,UPI,209.91,Pending
TXN701710,504575,UPI,956.61,Success
TXN701711,502852,UPI,1192.6,Pending
TXN701712,502179,Debit Card,176.6,Success
TXN701713,501984,,205.22,Success
TXN701714,503604,Credit Card,527.74,Failed
TXN701715,504857,UPI,309.77,Success
TXN701716,503913,Debit Card,402.62,Pending
TXN701717,504649,,1220.56,Success
TXN701718,502670,Credit Card,1271.1,Success
TXN701719,500759,UPI,133.13,Success
TXN701720,502119,Debit Card,774.38,Success
TXN701722,504991,Debit Card,-70.62,Success
TXN701723,501359,Debit Card,418.56,Success
TXN701724,502504,Wallet,1140.65,Success
TXN701725,503155,,1236.07,Success
TXN701726,504999,Wallet,618.39,Success
TXN701727,500871,UPI,962.52,Failed
TXN701728,501852,Wallet,1128.02,Pending
TXN701729,503058,,517.51,Success
TXN701730,501463,Credit Card,223.0,Success
TXN701731,500516,UPI,908.24,Success
TXN701732,500029,Credit Card,122.76,Success
TXN701733,501226,Credit Card,1070.76,Failed
TXN701734,503858,Credit Card,317.37,Success
TXN701735,503467,Cash,1067.82,Success
TXN701736,503257,Debit Card,823.5,Success
TXN701737,503160,UPI,586.93,Pending
TXN701738,504547,Cash,366.75,Success
TXN701739,504932,Wallet,487.0,Success
TXN701740,503679,UPI,161.03,Success
TXN701741,504311,,184.83,Success
TXN701742,504099,Cash,156.23,Success
TXN701743,500402,Debit Card,1289.99,Pending
TXN701744,501096,UPI,540.03,Success
TXN701745,500945,Credit Card,521.75,Success
TXN701746,500277,UPI,299.05,Failed
TXN701747,502172,UPI,1066.53,Failed
TXN701748,501346,,920.29,Failed
TXN701749,500269,Credit Card,725.73,Pending
TXN701750,503545,UPI,959.66,Success
TXN701751,501268,Debit Card,142.93,Success
TXN701752,503433,Cash,1021.96,Pending
TXN701753,503777,UPI,1148.86,Failed
TXN701754,504624,Cash,869.71,Failed
TXN701755,501762,,279.31,Success
TXN701756,500953,UPI,204.42,Success
TXN701757,501743,Cash,776.12,Success
TXN701758,500509,UPI,180.49,Success
TXN701759,504997,Credit Card,620.3,Success
TXN701760,504001,,1170.38,Pending
TXN701761,504069,Cash,708.68,Failed
TXN701762,503547,Debit Card,884.71,Refunded
TXN701763,504483,Cash,285.04,Success
TXN701764,501489,Wallet,-85.76,Success
TXN701765,504841,,903.97,Success
TXN701766,502283,Cash,877.98,Success
TXN701767,503989,Cash,438.46,Success
TXN701768,503361,Debit Card,739.08,Success
TXN701769,503385,Debit Card,210.22,Refunded
TXN701770,501384,Cash,778.0,Failed
TXN701771,503732,UPI,223.32,Success
TXN701772,504257,Wallet,547.66,Failed
TXN701773,500263,Credit Card,173.43,Success
TXN701774,501837,Wallet,651.78,Failed
TXN701775,501488,Credit Card,468.51,Failed
TXN701776,501401,Cash,1105.19,Success
TXN701777,502115,Cash,1385.04,Success
TXN701778,501323,Debit Card,164.21,Success
TXN701779,503809,Debit Card,402.19,Refunded
TXN701780,500741,,421.11,Failed
TXN701781,500434,UPI,1054.45,Success
TXN701782,504380,Cash,1028.41,Success
TXN701783,503520,UPI,321.3,Success
TXN701784,504696,Wallet,869.56,Failed
TXN701785,503586,,923.49,Failed
TXN701786,504563,UPI,1173.43,Success
TXN701787,500541,,1155.95,Success
TXN701788,501861,Credit Card,217.65,Success
TXN701789,501344,UPI,626.25,Success
TXN701790,503393,Credit Card,1381.03,Success
TXN701791,501150,Cash,384.96,Success
TXN701792,502720,Credit Card,736.7,Success
TXN701793,503432,Debit Card,581.51,Success
TXN701794,501688,UPI,323.45,Success
TXN701795,504523,Credit Card,867.09,Success
TXN701796,502573,Wallet,1316.36,Success
TXN701797,503834,Debit Card,887.17,Success
TXN701798,500502,Credit Card,952.45,Success
TXN701799,503177,Cash,456.5,Success
TXN701800,504665,UPI,1242.29,Success
TXN701801,501629,Wallet,435.18,Success
TXN701802,502916,,253.28,Success
TXN701803,503617,UPI,178.52,Success
TXN701804,502879,Credit Card,268.42,Failed
TXN701805,502965,UPI,1323.18,Success
TXN701806,501191,Debit Card,224.17,Failed
TXN701807,502541,UPI,1316.0,Success
TXN701808,502617,UPI,1105.95,Failed
TXN701809,500637,Debit Card,800.45,Success
TXN701810,503674,Cash,1273.44,Success
TXN701811,500151,,866.74,Success
TXN701812,503007,Cash,1304.83,Success
TXN701813,501348,Wallet,1350.74,Failed
TXN701814,501539,Wallet,654.87,Success
TXN701815,500554,Credit Card,221.33,Success
TXN701816,500816,,1367.79,Success
TXN701817,501953,Debit Card,1039.25,Success
TXN701818,500472,Cash,1005.89,Success
TXN701819,502863,Cash,1265.93,Success
TXN701820,500531,Debit Card,446.73,Success
TXN701821,502481,UPI,137.58,Success
TXN701822,501595,Cash,797.02,Success
TXN701823,502905,Credit Card,461.82,Success
TXN701824,504347,Credit Card,659.88,Success
TXN701825,500930,,546.72,Success
TXN701826,503222,UPI,791.41,Success
TXN701827,501159,Cash,668.0,Refunded
TXN701828,503137,,442.74,Success
TXN701829,503509,UPI,1137.47,Success
TXN701830,500508,Cash,299.64,Success
TXN701831,504047,UPI,777.33,Success
TXN701832,500713,UPI,1230.65,Failed
TXN701833,500093,Cash,867.42,Failed
TXN701834,502873,Wallet,752.94,Success
TXN701835,500261,Cash,251.53,Failed
TXN701836,500024,UPI,1368.62,Success
TXN701837,500010,Cash,773.63,Failed
TXN701838,504836,Wallet,1016.12,Success
TXN701839,504684,UPI,947.56,Success
TXN701840,501646,Debit Card,438.39,Success
TXN701841,500222,Debit Card,361.5,Success
TXN701842,501367,Debit Card,806.06,Success
TXN701843,502329,Credit Card,1374.82,Success
TXN701844,503905,UPI,845.67,Success
TXN701845,504578,Credit Card,140.68,Refunded
TXN701846,501821,Debit Card,1065.96,Success
TXN701847,501101,,304.95,Success
TXN701849,503250,Cash,719.46,Success
TXN701850,500898,Cash,1015.14,Pending
TXN701851,500078,Cash,1134.89,Success
TXN701852,501478,UPI,980.81,Success
TXN701853,501604,Wallet,128.81,Success
TXN701855,501956,Debit Card,944.5,Failed
TXN701856,500992,UPI,171.85,Success
TXN701857,502651,UPI,476.4,Success
TXN701858,504036,UPI,1112.26,Success
TXN701859,500906,UPI,383.83,Pending
TXN701860,503267,Wallet,407.22,Success
TXN701861,504519,UPI,1301.12,Success
TXN701862,502911,Cash,1225.49,Success
TXN701863,500668,Cash,945.96,Pending
TXN701864,504385,UPI,826.87,Pending
TXN701865,503847,Cash,468.17,Pending
TXN701866,502567,UPI,1353.69,Success
TXN701867,502731,Wallet,1205.41,Success
TXN701868,503819,UPI,934.48,Success
TXN701869,501913,Cash,1217.34,Success
TXN701870,501960,Wallet,1212.93,Failed
TXN701871,500060,Debit Card,661.68,Failed
TXN701872,502407,Cash,416.18,Success
TXN701873,502750,Wallet,806.63,Success
TXN701874,501928,UPI,1025.32,Success
TXN701875,501046,UPI,379.19,Success
TXN701876,504429,,624.38,Success
TXN701877,501472,UPI,626.31,Failed
TXN701878,500507,Credit Card,1040.59,Success
TXN701879,502654,UPI,1210.53,Success
TXN701880,503663,,242.66,Success
TXN701881,500954,Credit Card,163.22,Refunded
TXN701882,501987,Cash,1023.72,Success
TXN701883,500141,Debit Card,283.45,Success
TXN701884,502693,Cash,701.57,Pending
TXN701885,503108,,1363.35,Success
TXN701886,503261,Cash,1149.29,Success
TXN701887,500389,Wallet,1147.43,Success
TXN701888,502260,UPI,573.7,Success
TXN701889,500979,Credit Card,939.31,Success
TXN701890,503771,Cash,905.15,Failed
TXN701891,502238,UPI,1299.86,Success
